시설명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
옐로카펫,부산광역시,북구,부산광역시 북구 덕천로259번길 23,,35.212004,129.032752,부산광역시 북구청,051-309-4556,2024-11-30,3320000,부산광역시 북구
옐로카펫,부산광역시,북구,부산광역시 북구 화명신도시로 159,,35.238559,129.010445,부산광역시 북구청,051-309-4556,2024-11-30,3320000,부산광역시 북구
옐로카펫,부산광역시,북구,부산광역시 북구 만덕1로 72,,35.215043,129.028845,부산광역시 북구청,051-309-4556,2024-11-30,3320000,부산광역시 북구
옐로카펫,부산광역시,북구,부산광역시 북구 만덕대로39번길 45,,35.213219,129.007989,부산광역시 북구청,051-309-4556,2024-11-30,3320000,부산광역시 북구
옐로카펫,부산광역시,북구,부산광역시 북구 산성로 87-10,,35.242413,129.022639,부산광역시 북구청,051-309-4556,2024-11-30,3320000,부산광역시 북구
옐로카펫,부산광역시,북구,부산광역시 북구 효열로235번길14,,35.265690,129.019746,부산광역시 북구청,051-309-4556,2024-11-30,3320000,부산광역시 북구
옐로카펫,부산광역시,북구,부산광역시 북구 화명신도시로 197,,35.241715,129.010995,부산광역시 북구청,051-309-4556,2024-11-30,3320000,부산광역시 북구
옐로카펫,부산광역시,북구,부산광역시 북구 효열로 174,,35.261817,129.017047,부산광역시 북구청,051-309-4556,2024-11-30,3320000,부산광역시 북구
옐로카펫,부산광역시,북구,부산광역시 북구 백양대로1124번길 20,,35.202721,129.000696,부산광역시 북구청,051-309-4556,2024-11-30,3320000,부산광역시 북구
옐로카펫,부산광역시,북구,부산광역시 북구 구남로14번가길 23,,35.200292,128.993570,부산광역시 북구청,051-309-4556,2024-11-30,3320000,부산광역시 북구
숭의초등학교,인천광역시,미추홀구,인천광역시 미추홀구 장천로 99,인천광역시 미추홀구 숭의동 42-2,37.4637197170,126.6557066974,인천광역시 미추홀구청,032-880-4518,2025-01-05,3510500,인천광역시 미추홀구
효성남초등학교,인천광역시,계양구,인천광역시 계양구 새벌로 126,인천광역시 계양구 효성동 275,37.5281719692,126.7170253708,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
경인교대부설초등학교,인천광역시,계양구,인천광역시 계양구 안남로 600,인천광역시 계양구 효성동 산20-9,37.5364392517,126.7116584770,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
계양초 상야분교,인천광역시,계양구,인천광역시 계양구 벌말로 570,인천광역시 계양구 상야동 16,37.5789184162,126.7793547989,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
신대초등학교,인천광역시,계양구,인천광역시 계양구 계산로 133,인천광역시 계양구 용종동 228-4,37.5389562068,126.7435806490,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
길주초등학교,인천광역시,계양구,인천광역시 계양구 용종로 78,인천광역시 계양구 용종동 228-1,37.5407328387,126.7421529379,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
효성동초등학교,인천광역시,계양구,인천광역시 계양구 새벌로 173,인천광역시 계양구 효성동 2-9,37.5323826790,126.7172438851,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
부평초등학교,인천광역시,계양구,인천광역시 계양구 어사대로 12,인천광역시 계양구 계산동 944-18,37.5422889898,126.7244956878,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
안남초등학교,인천광역시,계양구,인천광역시 계양구 경명대로 1114번길 26,인천광역시 계양구 계산동 345-2,37.5412093956,126.7324017087,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
성지초등학교,인천광역시,계양구,인천광역시 계양구 아나지로 247번길 8,인천광역시 계양구 작전동 448-2,37.5264928172,126.7200667451,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
해서초등학교,인천광역시,계양구,인천광역시 계양구 계산로 42,인천광역시 계양구 계산동 980-8,37.539846,126.7183509668,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
부현초등학교,인천광역시,계양구,인천광역시 계양구 장제로 755번길 27,인천광역시 계양구 작전동 28-1,37.5354216717,126.7309016392,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
귤현초등학교,인천광역시,계양구,인천광역시 계양구 귤현길 15,인천광역시 계양구 귤현동 494,37.5685698693,126.7470101049,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
서운초등학교,인천광역시,계양구,인천광역시 계양구 서운로 12,인천광역시 계양구 서운동 55-133,37.5269763854,126.7447211715,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
당산초등학교,인천광역시,계양구,인천광역시 계양구 동양로 122,인천광역시 계양구 동양동 583,37.5586968127,126.7595313241,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
작전초등학교,인천광역시,계양구,인천광역시 계양구 주부토로 456,인천광역시 계양구 작전동 42-5,37.5351286699,126.7291294124,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
계산초등학교,인천광역시,계양구,인천광역시 계양구 계양산로 1,인천광역시 계양구 계산동 936-6,37.5439575215,126.7187146496,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
계양초등학교,인천광역시,계양구,인천광역시 계양구 황어로 120,인천광역시 계양구 장기동 134-2,37.5792822627,126.7341557602,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
서운초등학교,인천광역시,계양구,인천광역시 계양구 서운로 12,인천광역시 계양구 서운동 55-133,37.526901,126.7447211715,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
부현동초등학교,인천광역시,계양구,인천광역시 계양구 용종로 5,인천광역시 계양구 계산동 1084-4,37.5345654872,126.7404573641,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
화전초등학교,인천광역시,계양구,인천광역시 계양구 효서로 303번길 8,인천광역시 계양구 작전동 140-4,37.5284676250,126.7315531492,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
병방초등학교,인천광역시,계양구,인천광역시 계양구 병방로 2,인천광역시 계양구 병방동 432-1,37.5466686270,126.7403117528,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
양촌초등학교,인천광역시,계양구,인천광역시 계양구 장제로 954,인천광역시 계양구 병방동 3,37.5506856600,126.7443724662,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
계양초등학교,인천광역시,계양구,,인천광역시 계양구 장기동 132,37.5794669524,126.7332607330,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
작동초등학교,인천광역시,계양구,인천광역시 계양구 까치말로 35,인천광역시 계양구 작전동 920,37.5292891369,126.7359408034,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
명현초등학교,인천광역시,계양구,인천광역시 계양구 봉오대로 569번길 10,인천광역시 계양구 효성동 15-3,37.5319623568,126.7126128307,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
효성서초등학교,인천광역시,계양구,,인천광역시 계양구 효성동 산60-19,37.5277079541,126.7004869288,인천광역시 계양구청,032-450-6818,2024-12-01,3550000,인천광역시 계양구
청보초등학교,충청남도,보령시,충청남도 보령시 청라면 대청로 759,충청남도 보령시 청라면 내현리 636,36.38876618,126.6564639,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
주산초등학교,충청남도,보령시,충청남도 보령시 주산면 충서로 416,충청남도 보령시 주산면 금암리 570,36.19977173,126.634728,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
웅천초등학교,충청남도,보령시,충청남도 보령시 웅천읍 충서로 1035,충청남도 보령시 웅천읍 대천리 130,36.23988788,126.5923196,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
옥계초등학교,충청남도,보령시,충청남도 보령시 청라면 죽성로 681,충청남도 보령시 청라면 옥계리 308,36.412169,126.6460592,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
청소초등학교,충청남도,보령시,충청남도 보령시 청소면 청소큰길 225,충청남도 보령시 청소면 진죽리 267-1,36.4514277,126.5923295,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
미산초등학교,충청남도,보령시,충청남도 보령시 미산면 판미로 1462-7,충청남도 보령시 미산면 도화담리 94,36.28885347,126.6770858,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
오천초등학교,충청남도,보령시,충청남도 보령시 오천면 충청수영로 822,충청남도 보령시 오천면 소성리 665-1,36.43847221,126.5231089,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
월전초등학교,충청남도,보령시,충청남도 보령시 남포면 곡촌길 11,충청남도 보령시 남포면 양기리 113,36.27166098,126.5681814,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
관창초등학교,충청남도,보령시,충청남도 보령시 주교면 한술1길 17,충청남도 보령시 주교면 관창리 130-3,36.38533308,126.5833631,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
개화초등학교,충청남도,보령시,충청남도 보령시 성주면 성주산로 735,충청남도 보령시 성주면 개화리 307-3,36.30679749,126.6542039,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
성주초등학교,충청남도,보령시,충청남도 보령시 성주면 성주초교길 8,충청남도 보령시 성주면 성주리 117,36.3418082,126.6539728,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
천북초등학교,충청남도,보령시,충청남도 보령시 천북면 하궁길 45,충청남도 보령시 천북면 하만리 246-5,36.48188284,126.531690,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
청라초등학교,충청남도,보령시,충청남도 보령시 청라면 원모루길 205,충청남도 보령시 청라면 나원리 916,36.39065311,126.6730505,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
송학초등학교,충청남도,보령시,충청남도 보령시 주교면 토정로 796-52,충청남도 보령시 주교면 송학리 110,36.38000245,126.5269447,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
대관초등학교,충청남도,보령시,충청남도 보령시 대관초등길 97,충청남도 보령시 대천동 463-1,36.35734587,126.5848642,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
명천초등학교,충청남도,보령시,충청남도 보령시 주공로 119,충청남도 보령시 명천동 325-1,36.33878316,126.6112956,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
한내초등학교,충청남도,보령시,충청남도 보령시 보령남로 39 (명천동),충청남도 보령시 명천동 431,36.34218666,126.6012397,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
대남초등학교,충청남도,보령시,충청남도 보령시 남대천로 22 (대천동),충청남도 보령시 대천동 158-2,36.35189113,126.5938495,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
동대초등학교,충청남도,보령시,충청남도 보령시 한내로터리길 137-12,충청남도 보령시 동대동 319-118,36.35259247,126.6145713,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
대천초등학교,충청남도,보령시,충청남도 보령시 봉산2길 9 (대천동),충청남도 보령시 대천동 37-1,36.35524497,126.6012182,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
미원초등학교 위곡분교,경기도,가평군,경기도 가평군 설악면 한서로 233(위곡리 718-1),경기도 가평군 설악면 위곡리 795-8,37.670121,127.516139,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
목동초등학교 명지분교,경기도,가평군,경기도 가평군 북면 가화로 2680(적목리 160-1),경기도 가평군 북면 적목리 산63-1,37.970551,127.455073,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
목동초등학교(병설포함),경기도,가평군,경기도 가평군 북면 석장모루길 13(이곡리 13-45),경기도 가평군 북면 이곡리 65,37.880279,127.546423,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
목동초등학교(병설포함),경기도,가평군,경기도 가평군 북면 석장모루길 13(이곡리 13-45),경기도 가평군 북면 이곡리 631,37.880130,127.546399,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
목동초등학교(병설포함),경기도,가평군,경기도 가평군 북면 석장모루길 13(이곡리 13-45),경기도 가평군 북면이곡리 64,37.880068,127.546302,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
조종초등학교(병설포함),경기도,가평군,경기도 가평군 조종면 조종새싹로 13-9(현리 276),경기도 가평군 조종면 현리 233-12,37.821788,127.349646,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
조종초등학교(병설포함),경기도,가평군,경기도 가평군 조종면 조종새싹로 13-9(현리 276),경기도 가평군 조종면 현리 233-46,37.821566,127.349952,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
조종초등학교(병설포함),경기도,가평군,경기도 가평군 조종면 조종새싹로 13-9(현리 276),경기도 가평군 조종면 현리 547-24,37.821602,127.350145,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
조종초등학교(병설포함),경기도,가평군,경기도 가평군 조종면 조종새싹로 13-9(현리 276),경기도 가평군 조종면 현리 281-6,37.821539,127.349960,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
율길초등학교(병설포함),경기도,가평군,경기도 가평군 상면 청군로 2090(율길리 454-1),경기도 가평군 상면 율길리 산14-11,37.838879,127.288052,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
율길초등학교(병설포함),경기도,가평군,경기도 가평군 상면 청군로 2090(율길리 454-1),경기도 가평군 상면 율길리 843,37.836901,127.288096,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
대성초등학교 (병설포함),경기도,가평군,경기도 가평군 청평면 경춘로 75(대성리 399-16),경기도 가평군 청평면 대성리 399-154,37.683705,127.378651,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
용현초등학교,인천광역시,미추홀구,인천광역시 미추홀구 낙섬동로 83,인천광역시 미추홀구 용현동 610-108,37.4531793500,126.6408079000,인천광역시 미추홀구청,032-880-4518,2025-01-05,3510500,인천광역시 미추홀구
대성초등학교 (병설포함),경기도,가평군,경기도 가평군 청평면 경춘로 75(대성리 399-16),경기도 가평군 청평면 대성리 397-2,37.682062,127.377924,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
청평초등학교 (병설포함),경기도,가평군,경기도 가평군 청평면 잠곡로 27(청평리 395),경기도 가평군 청평면 청평리 319-26,37.738172,127.422702,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
청평초등학교 (병설포함),경기도,가평군,경기도 가평군 청평면 잠곡로 27(청평리 395),경기도 가평군 청평면 청평리 319-26,37.738339,127.422663,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
청평초등학교 (병설포함),경기도,가평군,경기도 가평군 청평면 잠곡로 27(청평리 395),경기도 가평군 청평면 청평리 319-26,37.738158,127.422720,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
청평초등학교 (병설포함),경기도,가평군,경기도 가평군 청평면 잠곡로 27(청평리 395),경기도 가평군 청평면 청평리 785-16,37.737127,127.422985,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
청평초등학교 (병설포함),경기도,가평군,경기도 가평군 청평면 잠곡로 27(청평리 395),경기도 가평군 청평면 청평리 357-43,37.737357,127.423145,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
청평초등학교 (병설포함),경기도,가평군,경기도 가평군 청평면 잠곡로 27(청평리 395),경기도 가평군 청평면 청평리 786-4,37.737348,127.422948,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
청평초등학교 (병설포함),경기도,가평군,경기도 가평군 청평면 잠곡로 27(청평리 395),경기도 가평군 청평면 청평리 388-1,37.737313,127.422867,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
청평초등학교 (병설포함),경기도,가평군,경기도 가평군 청평면 잠곡로 27(청평리 395),경기도 가평군 청평면 청평리 406-3,37.737025,127.421824,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
청평초등학교 (병설포함),경기도,가평군,경기도 가평군 청평면 잠곡로 27(청평리 395),경기도 가평군 청평면 청평리 403-1,37.737041,127.421011,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
청평초등학교 (병설포함),경기도,가평군,경기도 가평군 청평면 잠곡로 27(청평리 395),경기도 가평군 청평면 청평리 413-2,37.737014,127.420243,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
청평초등학교 (병설포함),경기도,가평군,경기도 가평군 청평면 잠곡로 27(청평리 395),경기도 가평군 청평면 청평리 796-1,37.736982,127.419676,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
청평초등학교 (병설포함),경기도,가평군,경기도 가평군 청평면 잠곡로 27(청평리 395),경기도 가평군 청평면 청평리 432-5,37.737135,127.419447,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
미원초등학교(병설포함),경기도,가평군,경기도 가평군 설악면 신천중앙로 120번길 11(신천리 439-2),경기도 가평군 설악면 신천리 497-1,37.678980,127.491208,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
미원초등학교(병설포함),경기도,가평군,경기도 가평군 설악면 신천중앙로 120번길 11(신천리 439-2),경기도 가평군 설악면 신천리 495-7,37.679330,127.492222,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
미원초등학교(병설포함),경기도,가평군,경기도 가평군 설악면 신천중앙로 120번길 11(신천리 439-2),경기도 가평군 설악면 신천리 497-1,37.679476,127.491701,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
미원초등학교(병설포함),경기도,가평군,경기도 가평군 설악면 신천중앙로 120번길 11(신천리 439-2),경기도 가평군 설악면 신천리 495-7,37.679519,127.491871,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
미원초등학교(병설포함),경기도,가평군,경기도 가평군 설악면 신천중앙로 120번길 11(신천리 439-2),경기도 가평군 설악면 신천리 497-1,37.679616,127.491718,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
미원초등학교(병설포함),경기도,가평군,경기도 가평군 설악면 신천중앙로 120번길 11(신천리 439-2),경기도 가평군 설악면 신천리 495-10,37.679625,127.491651,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
미원초등학교(병설포함),경기도,가평군,경기도 가평군 설악면 신천중앙로 120번길 11(신천리 439-2),경기도 가평군 설악면 신천리 481-12,37.680435,127.490071,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
가평마장초등학교(병설포함),경기도,가평군,경기도 가평군 가평읍 각담말길 15(마장리 357),경기도 가평군 가평읍 마장리 347-10,37.858397,127.516110,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
가평초등학교(병설포함),경기도,가평군,경기도 가평군 가평읍 향교로 23(읍내리 533),경기도 가평군 가평읍 읍내리 493-2,37.830689,127.510673,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
가평초등학교(병설포함),경기도,가평군,경기도 가평군 가평읍 향교로 23(읍내리 533),경기도 가평군 가평읍 읍내리 1010-39,37.830552,127.509822,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
가평초등학교(병설포함),경기도,가평군,경기도 가평군 가평읍 향교로 23(읍내리 533),경기도 가평군 가평읍 읍내리 495-44,37.830654,127.510431,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
가평초등학교(병설포함),경기도,가평군,경기도 가평군 가평읍 향교로 23(읍내리 533),경기도 가평군 가평읍 읍내리 493-2,37.830567,127.510509,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
가평초등학교(병설포함),경기도,가평군,경기도 가평군 가평읍 향교로 23(읍내리 533),경기도 가평군 가평읍 읍내리 583-5,37.831832,127.508134,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
서화초등학교,인천광역시,미추홀구,인천광역시 미추홀구 송림로 250,인천광역시 미추홀구 도화동 1003,37.4739864100,126.6608141000,인천광역시 미추홀구청,032-880-4518,2025-01-05,3510500,인천광역시 미추홀구
가평초등학교(병설포함),경기도,가평군,경기도 가평군 가평읍 향교로 23(읍내리 533),경기도 가평군 가평읍 읍내리 571-4,37.831907,127.508922,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
가평초등학교(병설포함),경기도,가평군,경기도 가평군 가평읍 향교로 23(읍내리 533),경기도 가평군 가평읍 읍내리 515-4,37.831994,127.509998,경기도 가평군청,031-580-2293,2025-12-26,4160000,경기도 가평군
금양초등학교,부산광역시,금정구,부산광역시 금정구 수림로 12,부산광역시 금정구 부곡동 63-11,35.24056974,129.0923931,부산광역시 금정구청,051-519-4511,2025-12-24,3350000,부산광역시 금정구
장서초등학교,부산광역시,금정구,부산광역시 금정구 금샘로 266,부산광역시 금정구 구서동 681,35.24729092,129.0854846,부산광역시 금정구청,051-519-4511,2025-12-24,3350000,부산광역시 금정구
장서초등학교,부산광역시,금정구,부산광역시 금정구 금강로453번길 26-7,부산광역시 금정구 구서동 709-3,35.24805073,129.0854915,부산광역시 금정구청,051-519-4511,2025-12-24,3350000,부산광역시 금정구
청룡초등학교,부산광역시,금정구,부산광역시 금정구 팔송로 6,부산광역시 금정구 청룡동 46,35.27279359,129.0917544,부산광역시 금정구청,051-519-4511,2025-12-24,3350000,부산광역시 금정구
장전초등학교,부산광역시,금정구,부산광역시 금정구 수림로72번길 21,부산광역시 금정구 장전동 739,35.24047105,129.0842188,부산광역시 금정구청,051-519-4511,2025-12-24,3350000,부산광역시 금정구
장전초등학교,부산광역시,금정구,부산광역시 금정구 수림로 90,부산광역시 금정구 장전동 87-1,35.24137313,129.082757,부산광역시 금정구청,051-519-4511,2025-12-24,3350000,부산광역시 금정구
아인유치원,부산광역시,금정구,부산광역시 금정구 금정도서관로 17,부산광역시 금정구 청룡동 2-6,35.27276329,129.0947495,부산광역시 금정구청,051-519-4511,2025-12-24,3350000,부산광역시 금정구
서명초등학교,부산광역시,금정구,부산광역시 금정구 명서로 48,부산광역시 금정구 서동 568-1,35.2151646,129.094634,부산광역시 금정구청,051-519-4511,2025-12-24,3350000,부산광역시 금정구
서동초등학교,부산광역시,금정구,부산광역시 금정구 동현로 147,부산광역시 금정구 서동 505-10,35.21911398,129.0968813,부산광역시 금정구청,051-519-4511,2025-12-24,3350000,부산광역시 금정구
삼육초등학교,부산광역시,금정구,부산광역시 금정구 금정도서관로 17,부산광역시 금정구 청룡동 2-6,35.27276329,129.0947495,부산광역시 금정구청,051-519-4511,2025-12-24,3350000,부산광역시 금정구
부곡초등학교,부산광역시,금정구,부산광역시 금정구 기찰로22번길 15,부산광역시 금정구 부곡동 331-28,35.23411218,129.0932501,부산광역시 금정구청,051-519-4511,2025-12-24,3350000,부산광역시 금정구
부곡초등학교,부산광역시,금정구,부산광역시 금정구 기찰로22번길 15,부산광역시 금정구 부곡동 354,35.23411218,129.0932501,부산광역시 금정구청,051-519-4511,2025-12-24,3350000,부산광역시 금정구
두실초등학교,부산광역시,금정구,부산광역시 금정구 중앙대로1893번길 33,부산광역시 금정구 구서동 1052,35.25315685,129.0894002,부산광역시 금정구청,051-519-4511,2025-12-24,3350000,부산광역시 금정구
동현초등학교,부산광역시,금정구,부산광역시 금정구 동현로 37,부산광역시 금정구 부곡동 323-7,35.22394897,129.0919103,부산광역시 금정구청,051-519-4511,2025-12-24,3350000,부산광역시 금정구
동상초등학교,부산광역시,금정구,부산광역시 금정구 옥봉로 5,부산광역시 금정구 서동 235,35.21130087,129.1069511,부산광역시 금정구청,051-519-4511,2025-12-24,3350000,부산광역시 금정구
동래초등학교,부산광역시,금정구,부산광역시 금정구 체육공원로 20,부산광역시 금정구 구서동 67,35.24704234,129.0981972,부산광역시 금정구청,051-519-4511,2025-12-24,3350000,부산광역시 금정구
금정초등학교,부산광역시,금정구,부산광역시 금정구 식물원로44번길 46,부산광역시 금정구 장전동 345,35.22802827,129.0848988,부산광역시 금정구청,051-519-4511,2025-12-24,3350000,부산광역시 금정구
금사초등학교,부산광역시,금정구,부산광역시 금정구 금사로57번길 24,부산광역시 금정구 서동 41-3,35.21892241,129.1095933,부산광역시 금정구청,051-519-4511,2025-12-24,3350000,부산광역시 금정구
구서초등학교,부산광역시,금정구,부산광역시 금정구 구서중앙로 20,부산광역시 금정구 구서동 185-1,35.25600578,129.0883583,부산광역시 금정구청,051-519-4511,2025-12-24,3350000,부산광역시 금정구
구서초등학교,부산광역시,금정구,부산광역시 금정구 구서중앙로 35,부산광역시 금정구 구서동 752,35.25420144,129.0871357,부산광역시 금정구청,051-519-4511,2025-12-24,3350000,부산광역시 금정구
덕계초,경기도,양주시,경기도 양주시 평화로1489번길 29,경기도 양주시 덕계동 524-9,37.82302548,127.0474801,경기도 양주시청,031-8082-6732,2025-12-18,5590000,경기도 양주시
연푸른초,경기도,양주시,경기도 양주시 옥정서로1길 27,경기도 양주시 옥정동 940,37.81471492,127.0871249,경기도 양주시청,031-8082-6732,2025-12-18,5590000,경기도 양주시
율빛초,경기도,양주시,경기도 양주시 옥정동로4길 67,경기도 양주시 옥정동 1086,37.81426498,127.1023598,경기도 양주시청,031-8082-6732,2025-12-18,5590000,경기도 양주시
옥빛중,경기도,양주시,경기도 양주시 옥정동로3길 57,경기도 양주시 옥정동 1082,37.81457546,127.0957123,경기도 양주시청,031-8082-6732,2025-12-18,5590000,경기도 양주시
덕정중,경기도,양주시,경기도 양주시 화합로 1397,경기도 양주시 덕정동151-10,37.84260316,127.0640053,경기도 양주시청,031-8082-6732,2025-12-18,5590000,경기도 양주시
백석중,경기도,양주시,경기도 양주시 양주산성로574번길 38,경기도 양주시 복지리 162,37.78906981,126.9899402,경기도 양주시청,031-8082-6732,2025-12-18,5590000,경기도 양주시
고암중,경기도,양주시,경기도 양주시 고암길 305-18,경기도 양주시 덕정동210,37.83445798,127.0678903,경기도 양주시청,031-8082-6732,2025-12-18,5590000,경기도 양주시
덕현중,경기도,양주시,경기도 양주시 고읍로35번길 21,경기도 양주시 고읍동79-33,37.80025944,127.0800863,경기도 양주시청,031-8082-6732,2025-12-18,5590000,경기도 양주시
조양중,경기도,양주시,경기도 양주시 부흥로 757,경기도 양주시 광적면 가납리 856-19,37.8235981,126.9963683,경기도 양주시청,031-8082-6732,2025-12-18,5590000,경기도 양주시
옥정중,경기도,양주시,경기도 양주시 옥정로5길 55,경기도 양주시 옥정동 산 100-7,37.82204162,127.0884206,경기도 양주시청,031-8082-6732,2025-12-18,5590000,경기도 양주시
회천중,경기도,양주시,경기도 양주시 고암길 77,경기도 양주시 고암동122-2,37.83264346,127.0709425,경기도 양주시청,031-8082-6732,2025-12-18,5590000,경기도 양주시
삼숭중,경기도,양주시,경기도 양주시 삼숭로38번길 136,경기도 양주시 삼숭동 679-1,37.79780068,127.1086048,경기도 양주시청,031-8082-6732,2025-12-18,5590000,경기도 양주시
한솔어린이집,경기도,양주시,경기도 양주시 남면 개나리2길 8,경기도 양주시 남면 신산리326-2,37.89420983,126.973575,경기도 양주시청,031-8082-6732,2025-12-18,5590000,경기도 양주시
덕계어린이집,경기도,양주시,경기도 양주시 평화로1435번길 56,경기도 양주시 덕계동467,37.82146974,127.0453308,경기도 양주시청,031-8082-6732,2025-12-18,5590000,경기도 양주시
